dim1,dim2
525991,228013
525996,189766
526016,255013
526020,52468
526026,451747
526029,292423
526031,533043
526034,728264
526044,703455
526051,763933
526053,272263
526058,79268
526060,814493
526065,568163
526071,912551
526086,821841
526094,36199
526100,44165
526112,131513
526113,904933
526143,549857
526152,411832
526165,155475
526169,438951
526173,835067
526175,344568
526198,564443
526199,174025
526200,41143
526200,65615
526217,110047
526218,541409
526222,910851
526240,88884
526247,373333
526258,220317
526259,61461
526265,931264
526268,264267
526268,332589
526272,573453
526275,470142
526282,616909
526291,808334
526299,156391
526319,898733
526320,176384
526323,335948
526332,646941
526336,557633
526338,797726
526351,150665
526351,628649
526359,745245
526359,77508
526380,185033
526382,107722
526398,815823
526407,633368
526411,917399
526425,55267
526429,260403
526431,904531
526434,366585
526436,266942
526440,251243
526457,655561
526478,537223
526480,103439
526485,248536
526500,891361
526501,715683
526502,544344
526514,85805
526515,284276
526518,633679
526521,436212
526524,736105
526529,545344
526530,94489
526531,460211
526538,292829
526539,82082
526543,361343
526550,462039
526555,810727
526563,884834
526570,182307
526577,93084
526601,792255
526603,604097
526617,7633
526619,276028
526626,445689
526633,571263
526639,163659
526641,759481
526642,647718
526645,548167
526652,903412
526659,198147
526660,246288
526666,657701
526673,339979
526681,178965
526683,552226
526691,469243
526697,515098
526701,461453
526723,613222
526724,949874
526726,721874
526728,39745
526728,931991
526731,272035
526740,74441
526742,340497
526746,836055
526749,157459
526749,776719
526749,906433
526756,908315
526757,269249
526765,908773
526786,554895
526789,835049
526790,920271
526800,32336
526807,77716
526809,378458
526810,551097
526824,378991
526838,699432
526849,877107
526850,485867
526874,581289
526874,288553
526883,853421
526887,573312
526911,655359
526944,882234
526949,813022
526953,467878
526966,895521
526972,158982
526982,664006
526986,25592
526990,333629
526996,87658
526998,939079
527006,74305
527009,469657
527010,526623
527011,478151
527011,807271
527012,85857
527014,154265
527016,549704
527018,837429
527031,821009
527042,206981
527053,14576
527053,879674
527056,630067
527058,829138
527070,456361
527082,627869
527096,276144
527106,232593
527109,315757
527115,773533
527118,366067
527142,366957
527146,537447
527151,514483
527152,167315
527152,456043
527159,258875
527170,387384
527173,120514
527191,898156
527204,384312
527204,381264
527210,25413
527213,827093
527220,321583
527225,364816
527227,452357
527238,852412
527241,426624
527248,73048
527251,907242
527258,234915
527261,202133
527271,511656
527271,68838
527274,828598
527278,691582
527278,907412
527282,445956
527283,962696
527284,453705
527285,737092
527300,411383
527300,273372
527311,336896
527311,712709
527313,486319
527323,632804
527336,929434
527340,565975
527362,571787
527364,352001
527375,504833
527384,698752
527402,367363
527412,47545
527413,357306
527431,91957
527459,632485
527473,472967
527477,545971
527485,834324
527485,713562
527504,64432
527506,288353
527520,747388
527528,276714
527560,181501
527570,280384
527575,574341
527581,576079
527592,106359
527593,630669
527605,519579
527605,644738
527622,566297
527623,518879
527638,732657
527638,716691
527648,65632
527657,19626
527658,638373
527678,51117
527679,220208
527692,348995
527698,686711
527701,332916
527708,285268
527714,536746
527731,846864
527738,284712
527744,40497
527759,855083
527762,714864
527767,203201
527780,145949
527789,796212
527793,860995
527793,919242
527811,267069
527811,339106
527819,343458
527820,928478
527822,668347
527839,349469
527845,900278
527853,327568
527853,474005
527856,554207
527867,840962
527867,77067
527875,159151
527879,298357
527887,169722
527895,634383
527897,433311
527898,832433
527899,119718
527899,246259
527904,565314
527906,692863
527919,631334
527936,4488
527938,8344
527939,475631
527943,423639
527945,540324
527946,532212
527950,71395
527953,387546
527960,57428
527973,20865
527980,155078
527994,457507
527994,524507
528022,537699
528023,711798
528024,257105
528029,374788
528032,917485
528049,270967
528049,571156
528051,156215
528054,718
528071,16779
528080,453192
528085,113777
528086,39012
528091,156978
528094,383441
528108,50888
528112,801259
528112,576608
528122,261496
528133,639021
528137,886883
528158,624566
528160,178761
528164,338334
528165,124047
528171,179751
528178,220367
528190,34561
528196,484012
528201,921651
528209,545425
528214,401747
528216,7601
528227,877294
528228,80084
528230,880497
528230,628023
528259,69892
528265,378943
528287,59876
528291,96886
528302,53387
528303,556386
528311,243261
528315,65951
528317,72615
528319,412176
528328,75408
528329,341156
528332,778913
528343,46767
528369,261888
528370,35615
528372,188351
528385,127023
528387,370022
528388,277064
528401,445764
528408,342118
528412,389124
528424,44093
528432,925662
528432,822268
528435,846301
528445,357297
528446,91381
528446,74598
528448,702213
528470,259851
528470,527927
528482,897141
528489,597427
528491,447046
528497,6025
528497,454544
528502,532603
528507,511056
528513,666553
528515,893379
528526,281119
528529,85467
528547,488569
528557,666732
528567,161195
528584,165845
528585,891675
528588,658889
528598,215711
528608,744388
528611,962176
528615,76207
528619,32264
528626,339789
528631,939057
528640,436495
528647,750121
528654,737205
528665,365371
528671,569821
528680,884516
528682,544017
528683,72259
528699,854227
528704,181008
528707,261307
528708,523385
528713,10952
528719,573445
528732,717943
528735,83465
528740,856864
528745,261905
528758,70482
528759,877277
528763,824466
528772,815832
528776,418939
528780,216439
528789,141153
528793,808551
528794,173131
528810,218771
528813,714653
528824,212452
528826,737449
528848,78672
528863,395025
528871,239082
528900,623946
528912,514177
528937,45136
528951,844132
528959,771189
528969,607163
528982,635945
528986,49627
529028,1713
529033,133193
529040,218961
529053,406251
529069,813762
529071,784587
529074,445246
529082,273317
529082,810122
529085,62944
529090,746788
529093,894451
529107,173581
529120,622939
529126,709692
529128,787762
529135,76826
529137,186172
529141,645947
529142,179982
529148,653883
529149,247384
529150,843581
529154,703741
529169,347797
529172,525638
529177,85401
529217,886058
529219,166121
529246,818698
529249,641804
529259,618843
529269,760601
529282,170897
529285,556411
529292,172548
529312,290505
529315,62948
529324,353016
529326,173478
529335,459655
529356,777744
529358,463685
529359,560131
529366,647472
529366,191432
529374,11176
529384,123768
529388,230097
529390,636611
529391,626436
529396,726977
529396,382217
529399,718896
529407,251292
529414,350891
529417,356221
529427,294271
529429,197156
529443,173334
529443,820763
529443,16545
529454,427321
529478,730903
529478,374742
529485,404427
529486,269783
529496,460625
529502,561282
529504,653323
529510,626813
529519,843281
529521,516478
529522,24816
529529,811636
529535,411893
529546,191657
529547,441995
529551,119879
529552,201982
529554,921872
529563,547361
529566,536438
529573,79046
529577,558882
529581,916093
529619,362765
529621,847563
529625,88188
529627,807377
529632,634608
529633,616858
529642,661379
529648,880904
529651,624402
529655,7923
529657,848573
529657,656876
529657,59441
529664,811844
529674,692736
529694,540187
529699,752402
529714,87571
529725,244579
529726,293076
529729,283241
529744,476912
529747,95407
529753,942327
529769,772583
529771,137778
529772,339224
529784,855174
529795,281566
529797,656466
529798,215773
529801,444193
529818,451582
529819,645768
529826,716303
529829,811467
529843,256516
529847,515185
529851,516849
529853,362767
529866,61542
529876,686814
529901,228226
529909,246939
529929,935361
529935,427801
529951,248157
529955,889275
529955,315771
529957,90848
529961,146713
529970,644177
529974,41713
529982,116986
529987,69632
529988,180653
530006,147645
530014,270825
530015,641254
530015,545132
530019,898059
530020,52218
530022,453238
530026,31804
530028,548603
530034,906599
530034,350198
530053,648841
530057,726837
530072,17725
530073,466273
530079,733704
530082,404363
530089,661606
530094,520234
530094,381199
530095,914482
530101,68693
530124,452087
530128,269689
530134,546448
530145,46786
530147,177757
530153,727145
530169,478003
530173,820464
530177,282977
530192,334177
530192,927606
530196,83883
530196,887045
530213,701016
530214,803504
530231,160405
530234,140633
530242,75119
530250,457809
530255,143859
530268,837915
530272,94634
530277,889752
530289,613634
530295,917029
530297,324982
530299,150216
530332,611839
530335,215454
530336,378824
530368,833797
530376,476672
530380,527506
530383,64757
530384,59983
530385,104459
530386,616041
530387,584905
530391,60024
530393,91627
530407,93823
530409,474014
530418,483979
530441,433972
530444,14575
530450,176023
530451,6182
530453,539475
530457,455968
530457,838556
530462,794153
530468,102818
530473,695475
530474,538278
530476,350719
530499,37413
530499,532576
530500,549583
530506,747746
530512,476914
530515,102367
530529,167134
530544,695684
530547,176209
530553,76039
530568,93413
530569,635773
530571,805961
530575,685906
530578,586541
530580,603374
530584,169283
530589,707315
530595,70954
530598,554477
530604,561656
530605,634693
530618,71347
530631,394506
530635,76043
530635,730136
530636,458507
530640,457812
530657,890692
530665,714733
530681,265831
530685,784257
530698,642234
530707,171179
530724,103731
530727,534865
530739,374587
530756,200638
530762,695101
530766,730526
530783,182548
530783,77489
530784,84063
530784,338971
530787,274965
530794,533219
530799,169679
530804,184133
530804,554643
530817,884961
530819,19316
530823,823387
530832,670532
